,Lo PRIOR,PRIOR 2,PRIOR 3,PRIOR 4,PRIOR 5,PRIOR 6,PRIOR 7,PRIOR 8,PRIOR 9,Hi PRIOR
19671024,  -0.45,  -0.66,  -0.36,  -0.93,  -1.01,  -0.33,  -0.28,  -0.02,  -0.72,  -0.96
19671025,  -0.31,  -0.39,   0.31,  -0.34,   0.44,   0.13,   1.03,   0.23,   0.47,   1.48
19671026,  -0.08,   0.14,   0.38,   0.44,   0.44,   0.39,   0.80,   0.76,   1.18,   1.42
19671027,   0.42,  -0.01,  -0.14,  -0.14,  -0.27,   0.11,  -0.13,   0.22,   0.12,  -0.17
19671030,   0.10,  -0.26,  -0.62,  -0.29,  -0.22,   0.34,  -0.43,  -0.11,   0.48,   0.19
19671031,  -0.56,  -0.70,  -0.90,  -1.52,  -0.39,  -0.86,  -0.66,  -1.10,  -1.88,  -1.04
19671101,  -0.36,  -0.93,  -1.56,  -2.18,  -1.59,  -0.85,  -1.48,  -1.21,  -1.51,  -1.05
19671102,  -0.21,  -0.13,  -0.49,  -0.19,  -0.53,  -0.87,  -0.91,  -0.59,  -0.79,  -0.92
19671103,  -0.50,  -0.58,  -0.24,  -0.70,  -0.54,  -0.61,  -0.45,  -0.20,  -0.65,  -0.02
19671106,  -0.35,  -0.25,  -0.27,  -0.13,  -0.63,  -0.83,  -0.12,  -0.16,  -0.37,  -0.13
19671108,  -0.21,  -0.34,  -0.12,  -0.27,  -0.45,  -0.08,  -0.40,  -0.55,  -0.70,  -1.22
19671109,   0.26,   0.33,   0.70,   0.46,   0.58,   0.32,   0.40,   0.44,   0.41,   0.40
19671110,   0.49,   0.81,   0.69,   0.15,   0.65,   0.15,   0.62,   0.72,   1.26,   0.37
19671113,   0.37,   0.22,  -0.71,   0.12,  -0.51,  -0.22,  -0.46,  -0.10,  -1.01,  -2.38
19671114,   0.61,  -0.65,  -0.77,  -0.87,  -0.83,  -0.56,  -0.84,  -0.91,  -1.59,  -2.68
19671115,   0.27,   0.03,   0.40,   0.50,   0.33,   0.34,   0.62,   0.93,   0.13,   1.59
19671116,   0.55,   0.28,   1.06,   0.18,   0.83,   1.66,   1.69,   1.95,   1.46,   1.87
19671117,  -0.32,   0.01,   0.20,   0.12,   0.58,   0.65,   0.90,   1.11,   1.10,   0.96
19671120,  -0.89,  -0.52,  -1.23,  -1.17,  -1.22,  -2.00,  -1.82,  -2.22,  -1.97,  -2.85
19671121,   0.69,   1.26,   1.31,   1.21,   1.09,   2.45,   2.08,   2.82,   3.17,   4.02
19671122,   0.15,   0.32,   0.94,   0.28,   0.98,   0.93,   1.36,   0.21,   1.07,   1.81
19671124,   0.10,   0.52,  -0.05,   0.08,   0.17,   0.32,   0.18,   0.46,   0.22,   0.37
19671127,   0.33,   0.70,   0.17,   0.19,   0.16,  -0.02,   0.63,   0.54,   0.10,   0.58
19671128,   0.19,   0.47,   0.71,   0.48,   0.44,   0.71,   0.40,   0.05,   1.38,   1.30
19671129,   0.22,  -0.12,  -0.12,   0.61,  -0.10,   0.03,  -0.03,   0.13,   0.41,  -0.16
19671130,  -0.45,  -0.39,  -0.75,  -0.26,  -0.21,  -0.20,  -0.60,  -0.26,  -0.59,  -0.52
19671201,  -0.15,   0.14,   0.24,   0.55,   1.04,   0.47,   0.81,   0.43,   1.46,   1.85
19671204,  -0.11,   0.15,   0.15,   0.48,   0.64,   1.08,   1.08,   1.63,   1.14,   1.74
19671205,   0.34,   0.28,  -0.02,   0.31,   0.50,   0.02,  -0.07,  -0.13,  -0.17,  -0.35
19671206,   0.19,   0.18,   0.45,   0.58,   0.36,   0.26,   0.55,   0.42,   0.36,   0.89
19671207,  -0.43,   0.10,   0.27,  -0.52,  -0.47,  -0.36,   0.59,   0.47,  -0.34,   0.19
19671208,   0.20,  -0.51,  -0.58,  -0.18,   0.07,   0.01,  -0.11,   0.46,   0.58,   0.33
19671211,  -0.32,  -0.25,  -0.51,  -0.54,  -0.10,  -0.24,   0.08,   0.14,   0.04,   0.78
19671212,   0.22,  -0.13,  -0.06,  -0.12,  -0.13,  -0.14,   0.05,  -0.44,   0.53,   0.61
19671213,   0.52,   0.22,   0.58,   0.02,   0.30,   0.30,   0.79,   0.50,   0.63,   0.99
19671214,  -0.06,   0.18,   0.41,   0.20,  -0.23,   0.40,   0.20,  -0.15,   0.35,   0.14
19671215,  -0.04,  -0.36,  -0.49,  -0.34,   0.29,  -0.86,  -0.95,  -0.85,  -1.50,  -1.23
19671218,   0.07,   0.08,   0.03,  -0.18,   0.21,  -0.01,  -0.40,  -0.41,  -1.94,  -0.55
19671219,   0.09,   0.12,  -0.35,  -0.21,  -0.22,  -0.44,   0.24,   0.01,  -0.01,  -0.26
19671220,   0.35,   0.75,   0.26,   0.32,   0.70,   0.54,   0.18,   0.80,   0.96,   1.24
19671221,   0.38,   0.56,   0.38,   0.49,   0.11,   0.05,   0.06,  -0.33,   0.03,   0.60
19671222,  -0.02,  -0.24,   0.19,  -0.20,   0.09,   0.05,  -0.42,   0.07,  -0.69,   0.08
19671226,   0.36,  -0.02,   0.54,   0.00,  -0.34,   0.31,   0.17,   0.23,   0.38,   0.39
19671227,   0.73,   0.88,   0.84,   0.61,   0.16,   0.44,   0.37,   0.85,   1.10,   0.72
19671228,   0.21,   0.08,   0.54,   0.45,  -1.24,   0.57,  -0.34,   0.03,  -0.09,  -0.40
19671229,   0.44,   0.50,   0.43,   0.96,   0.64,   0.78,   0.83,   0.51,   0.99,   0.79
19680102,   0.94,   0.33,   0.64,  -0.73,  -0.05,  -0.74,  -1.35,  -1.21,  -0.59,  -0.51
19680103,  -0.03,  -0.06,   0.00,   0.28,  -0.29,  -0.29,  -1.61,  -0.87,  -1.33,  -2.94
19680104,   1.08,   0.15,  -0.01,  -0.39,  -0.18,  -0.20,  -1.08,  -1.43,  -1.48,  -0.05
19680105,   0.91,   1.22,   0.85,   0.53,   0.34,   0.74,   0.29,   0.40,   0.45,   0.37
19680108,   1.54,   1.20,   0.91,   0.63,   0.82,   0.92,   0.38,  -0.21,   0.48,  -0.34
19680109,   0.20,  -0.84,   0.11,   0.19,   0.35,   0.07,   0.05,  -0.45,  -0.04,  -1.06
19680110,  -0.22,   0.18,  -0.48,   0.13,  -0.47,   0.17,   0.32,   0.23,   0.93,   1.22
19680111,   0.73,   0.16,  -0.29,   0.21,  -0.40,   0.78,   0.09,   0.64,   0.73,   0.94
19680112,  -0.18,   0.13,  -0.12,   0.20,   0.16,   0.12,   0.21,   0.24,   0.77,   0.70
19680115,  -0.14,  -0.24,  -0.27,  -0.25,  -0.71,   0.13,   0.21,  -0.43,   0.78,  -0.12
19680116,  -0.32,  -0.64,   0.03,  -0.53,  -0.57,  -0.98,  -0.52,  -0.63,  -0.88,  -0.31
19680117,  -0.36,  -0.47,  -0.38,  -0.68,   0.30,   0.14,  -0.13,  -0.06,   0.19,   0.94
19680118,  -0.17,  -0.19,   0.05,  -0.18,  -0.24,  -0.14,  -0.40,   0.54,   0.88,   0.24
19680119,  -0.48,  -0.34,  -0.63,  -0.29,  -0.06,  -0.24,  -0.36,  -0.17,  -0.20,  -0.95
19680122,  -1.15,  -0.60,  -1.10,  -0.97,  -1.20,  -1.80,  -1.91,  -1.38,  -1.93,  -2.46
19680123,  -0.95,  -0.78,  -0.65,  -0.29,  -0.66,  -0.55,  -0.68,  -0.62,   0.88,  -1.02
19680124,  -0.35,  -0.21,  -0.37,  -0.29,  -0.69,  -0.23,  -0.27,  -0.50,  -0.77,  -0.04
19680125,  -0.01,  -0.34,   0.11,   0.44,  -0.29,   0.03,  -0.04,  -0.14,   0.42,   0.42
19680126,   0.24,   0.06,   0.08,   0.47,  -0.20,  -0.01,   0.47,   0.86,   0.14,   0.94
19680129,  -0.45,  -0.09,   0.43,   0.12,   0.39,  -0.35,  -0.81,   0.02,  -0.67,  -0.63
19680130,  -0.11,  -0.15,  -0.14,  -0.43,  -0.59,  -0.53,  -0.26,  -0.76,  -0.96,  -1.75
19680131,  -0.77,   0.13,  -0.56,  -0.91,  -0.01,  -0.42,  -1.22,  -1.09,  -2.15,  -2.19
19680201,   0.12,   0.47,   0.94,   0.27,  -0.02,   0.34,   0.29,  -0.26,   0.33,   0.44
19680202,  -0.56,  -0.61,   0.25,  -0.26,  -0.21,  -0.02,   0.27,  -0.28,  -0.91,  -1.14
19680205,  -0.41,  -0.64,  -0.70,  -0.28,   0.16,  -0.45,  -0.38,  -0.67,  -0.28,  -1.14
19680206,   0.09,   0.19,   0.34,   0.15,  -0.09,  -0.13,  -0.11,  -0.46,   0.74,   0.37
19680207,  -0.07,  -0.08,   0.15,   0.05,   0.36,  -0.15,   0.56,   0.64,   0.26,  -0.09
19680208,  -1.09,  -0.57,  -0.85,  -1.14,  -1.02,  -1.61,  -1.38,  -2.07,  -2.34,  -3.64
19680209,  -1.00,  -1.44,  -0.78,  -0.37,  -0.68,  -1.33,  -1.95,  -1.69,  -1.83,  -1.87
19680213,  -0.68,  -0.17,  -1.09,  -1.35,  -1.34,  -1.15,  -1.34,  -0.67,  -1.39,  -1.47
19680214,   1.22,   0.41,   0.36,   1.36,   1.29,   1.01,   1.12,   2.19,   1.72,   3.51
19680215,  -0.06,   0.58,   0.10,   0.11,   0.45,   0.63,   0.41,   0.26,   0.48,  -0.04
19680216,  -0.30,  -0.65,  -0.05,  -0.20,  -0.26,  -0.40,  -0.16,  -0.97,  -0.35,  -0.48
19680219,   0.15,   0.61,  -0.15,   0.00,   0.38,   0.64,   0.15,   1.07,   0.43,   1.04
19680220,   0.39,   0.25,   0.55,   0.26,   0.68,   0.52,   0.47,   1.47,   0.85,   1.18
19680221,   0.27,   0.24,   0.60,   0.36,   0.43,   0.23,   0.86,   0.71,   0.29,   0.33
19680223,  -0.62,   0.16,  -0.51,   0.02,  -0.17,  -0.74,  -0.69,  -0.95,  -0.29,  -1.41
19680226,  -0.12,  -0.39,  -0.80,  -0.70,  -1.06,  -0.77,  -1.07,  -0.76,  -1.18,  -1.69
19680227,   0.28,   0.25,   0.35,   0.70,   0.25,   0.28,   0.16,   0.60,   0.68,   1.15
19680228,  -0.79,  -0.59,  -0.31,  -0.26,  -0.49,   0.05,  -0.33,  -0.55,  -0.97,  -1.59
19680229,  -0.74,  -0.64,  -0.51,  -0.63,  -0.67,  -0.90,  -0.59,  -1.42,  -1.36,  -1.99
19680301,  -0.19,  -0.25,  -0.19,  -0.28,  -0.11,  -0.57,  -0.64,  -0.68,  -1.01,  -1.48
19680304,  -0.88,  -1.03,  -1.31,  -1.70,  -0.81,  -1.69,  -1.56,  -2.39,  -2.53,  -3.51
19680305,  -0.40,  -0.28,  -0.40,  -0.10,  -0.71,  -0.86,  -0.89,   0.74,  -0.40,  -1.19
19680306,   1.72,   1.32,   1.04,   1.52,   1.58,   1.82,   1.85,   2.58,   2.58,   4.30
19680307,  -0.61,  -0.22,  -0.17,  -0.29,   0.19,   0.26,  -0.05,  -0.11,   0.19,  -0.12
19680308,  -0.08,  -0.23,  -0.07,   0.26,  -0.40,   0.20,   0.07,  -0.49,  -0.46,   0.07
19680311,   0.67,   1.26,   1.34,   0.67,   1.63,   1.01,   1.56,   2.18,   1.88,   2.93
19680312,   0.11,   0.52,  -0.20,  -0.11,  -0.01,   0.19,   0.54,   0.41,   0.41,   0.72
19680313,  -0.13,  -0.17,  -0.29,  -0.24,  -0.22,   0.06,  -0.05,  -0.31,   0.03,  -0.04
19680314,  -1.77,  -1.72,  -1.67,  -1.76,  -1.69,  -1.91,  -2.72,  -2.67,  -2.67,  -3.35
19680315,   0.57,   0.24,   0.65,   0.53,   0.95,   0.69,   0.42,   1.68,   1.21,   1.42
19680318,  -0.09,   0.21,   0.65,   0.44,   0.92,   0.95,   1.12,   0.55,   1.55,   1.57
19680319,  -0.64,  -0.08,  -0.44,  -0.72,  -0.84,  -0.66,  -0.43,  -1.14,  -1.00,  -0.68
19680320,  -0.32,  -0.13,   0.09,  -0.22,  -0.03,  -0.05,  -0.34,   0.51,   0.05,  -0.25
19680321,  -0.58,  -0.64,  -0.54,  -0.88,  -0.82,  -0.68,  -0.67,  -0.86,  -0.89,  -2.04
19680322,   0.04,  -0.15,  -0.12,  -0.08,  -0.02,  -0.21,   0.25,   0.62,  -0.10,   0.16
19680325,  -0.23,  -0.12,  -0.43,  -0.34,  -0.12,  -0.04,   0.38,   0.19,  -0.17,   0.08
19680326,   0.75,   0.73,   0.47,   0.50,   0.42,   0.51,   0.87,   0.83,   1.17,   1.27
19680327,   0.72,   0.74,   0.66,   0.74,   0.86,   0.50,   1.47,   0.85,   1.55,   1.47
19680328,  -0.34,  -0.08,  -0.23,  -0.02,  -0.47,   0.56,  -0.07,   0.25,   0.08,  -0.17
19680329,   0.64,   0.37,   0.69,   0.47,   0.90,   0.45,   0.76,   1.41,   0.56,   1.15
19680401,   2.59,   2.61,   1.49,   3.02,   2.46,   1.85,   2.07,   2.69,   2.10,   2.88
19680402,   0.34,  -0.28,   0.04,   0.45,   0.30,  -0.11,   0.05,   0.53,   0.94,   0.68
19680403,   0.30,   0.70,   0.57,   1.01,   1.50,   0.44,   1.25,   0.33,   1.09,   0.92
19680404,   2.11,  -0.10,   0.24,   1.33,  -0.02,   0.56,   0.41,  -0.13,   0.43,   0.73
19680405,  -0.31,  -0.28,  -0.39,  -0.47,  -0.60,  -0.75,  -0.76,  -0.25,  -0.83,  -0.37
19680408,   2.42,   0.80,   1.23,   2.36,   2.01,   1.33,   1.68,   2.14,   1.83,   2.60
19680410,   1.14,   0.56,   0.84,   0.38,   0.68,   0.70,   1.77,   0.23,   1.18,   0.28
19680411,   0.97,   0.71,   0.62,   0.44,   1.59,   0.88,   0.76,   1.07,   1.23,   1.54
19680415,   0.74,   0.37,  -0.33,   0.00,   0.68,  -0.19,   0.20,   0.12,   0.16,   0.95
19680416,   0.54,  -0.28,   0.23,   0.43,  -0.01,  -0.16,   0.66,  -0.03,  -0.21,   0.81
19680417,   0.45,   0.01,   0.55,   0.17,   0.02,   0.20,   0.98,   0.18,   0.20,   1.04
19680418,   0.43,   0.73,   0.55,   0.27,   0.05,   0.71,  -0.10,  -0.30,   0.59,   0.45
19680419,  -1.60,  -1.40,  -1.00,  -1.67,  -0.82,  -1.61,  -0.77,  -0.90,  -1.23,  -0.83
19680422,  -0.48,  -0.65,  -0.65,  -0.71,  -0.66,  -0.68,  -0.22,  -0.22,  -0.05,   0.66
19680423,   0.84,   0.82,   0.80,   0.78,   1.37,   1.34,   1.22,   2.32,   2.01,   2.72
19680424,  -0.06,   0.11,   0.11,   0.28,   0.55,   0.54,   0.44,   0.20,   0.51,   0.50
19680425,  -0.07,  -0.31,   0.15,   0.33,   0.82,   0.34,   0.71,   0.54,   0.81,   0.77
19680426,   0.27,   0.13,   0.21,   0.59,   0.18,   0.59,   0.19,   0.49,   0.83,   0.55
19680429,   0.04,   0.31,  -0.17,   0.18,   0.21,   0.18,   0.66,   0.84,   0.71,   0.64
19680430,  -0.02,  -0.17,  -0.03,   0.14,   0.09,   0.30,   0.10,   0.84,   0.12,   0.43
19680501,   0.72,   0.53,   0.17,  -0.18,   0.09,   0.44,   0.28,   0.78,   0.30,   0.64
19680502,   0.52,   0.44,   0.60,   0.53,   0.61,   0.19,   0.78,   1.00,   0.90,   1.09
19680503,  -0.15,  -0.11,   0.14,   0.75,   0.51,  -0.20,   0.04,  -0.05,  -0.44,  -0.09
19680506,  -0.39,  -0.30,  -0.30,  -0.05,  -0.23,   0.03,  -0.11,  -0.23,  -0.14,   0.29
19680507,   0.62,   0.69,   0.61,   0.23,   0.76,   0.96,   0.36,   0.48,   0.42,   0.54
19680508,   0.31,   0.27,  -0.24,   0.18,   0.10,  -0.17,   0.32,   0.00,   0.42,   0.11
19680509,  -0.75,  -0.11,  -0.45,  -0.58,  -0.54,  -0.39,  -0.50,  -0.67,  -0.47,  -0.65
19680510,   0.57,   0.20,   0.35,   0.58,   0.16,   0.19,   0.69,   0.51,  -0.10,   1.28
19680513,  -0.38,  -0.17,  -0.01,  -0.05,   0.28,  -0.64,  -0.22,  -0.17,  -0.76,   0.54
19680514,   0.41,  -0.07,  -0.28,  -0.12,   0.02,   0.06,  -0.09,  -0.23,   0.02,  -0.33
19680515,  -0.06,  -0.33,  -0.04,   0.09,   0.17,  -0.06,  -0.18,   0.00,  -0.18,  -0.11
19680516,  -0.54,  -0.20,  -0.35,  -0.22,  -0.28,  -0.29,  -0.44,  -0.82,  -0.81,  -0.83
19680517,  -0.53,  -0.32,  -0.16,  -0.63,  -1.03,  -0.44,  -0.20,  -1.19,  -0.07,  -0.59
19680520,  -0.62,  -0.40,  -0.50,  -0.67,  -0.52,  -0.39,  -0.87,  -0.09,  -0.30,   0.21
19680521,   0.17,   0.14,   0.40,   0.31,   0.46,   0.65,   1.38,   1.17,   0.23,   1.46
19680522,   0.39,   0.09,   0.18,   0.32,   0.02,   0.42,   0.66,   0.18,   0.75,   1.10
19680523,   0.18,  -0.09,   0.38,   0.19,  -0.65,  -0.32,  -0.04,  -0.27,  -0.04,   0.12
19680524,   0.45,   0.11,   0.51,   0.33,   0.11,   0.07,   0.48,   0.63,   0.42,   0.73
19680527,   0.29,  -0.38,  -0.17,  -0.52,  -0.13,   0.07,  -0.03,   0.52,   0.27,   0.56
19680528,  -0.18,   0.69,   0.22,   0.96,   0.78,   0.34,   0.55,   0.63,   0.98,   1.32
19680529,  -0.13,  -0.22,   0.25,  -0.01,   0.60,   0.22,   0.04,   1.81,   0.23,   0.49
19680531,   0.65,   0.43,   0.67,   0.26,   0.95,   0.19,   0.84,   2.04,   0.84,   1.10
19680603,   1.00,   1.01,   0.94,   0.83,   1.52,   0.71,   0.83,   3.10,   1.10,   1.39
19680604,   1.02,  -0.02,   0.13,   0.55,   0.90,   0.94,   0.65,  -0.25,   1.16,   1.16
19680605,  -0.56,  -0.25,   0.12,  -0.09,  -0.64,  -0.58,  -0.55,  -0.92,  -0.38,  -0.79
19680606,   0.87,   0.71,   1.09,   0.79,   0.87,   0.24,   1.01,   0.88,   1.68,   2.31
19680607,   1.28,   0.50,   0.27,   0.50,   0.27,   1.11,   0.48,   0.68,   1.01,   1.52
19680610,  -0.01,   0.55,  -0.13,   0.09,  -0.08,   0.59,   0.12,   0.20,  -0.13,  -0.34
19680611,   0.38,   0.05,   0.57,   0.25,   0.39,   0.61,  -0.02,   0.01,   0.54,  -0.01
19680613,  -0.76,   0.10,  -0.60,   0.17,  -0.31,  -0.24,   0.05,  -1.89,   0.03,  -0.97
19680614,  -0.52,   0.61,   0.20,  -0.13,  -0.05,   0.09,  -0.54,  -0.88,  -0.47,  -0.61
19680617,  -1.02,   0.04,  -0.55,  -0.76,  -1.24,  -0.84,  -1.95,  -1.28,  -1.80,  -2.28
19680618,   0.02,   0.41,   0.72,  -0.66,  -0.56,   0.25,  -0.09,  -0.47,  -0.54,  -0.24
19680620,   0.36,   0.58,   0.98,   0.21,  -0.02,   0.27,   1.47,   0.30,   0.16,   0.44
19680621,   0.66,   0.16,   0.45,  -0.10,  -0.10,   0.55,  -0.13,   0.08,   0.05,   0.37
19680624,  -0.18,  -0.47,  -0.40,   0.38,   0.06,  -0.02,  -1.31,  -0.82,  -0.23,  -0.65
19680625,  -0.31,  -0.49,  -0.66,  -0.75,  -0.36,  -0.36,   0.49,  -1.13,  -1.00,  -0.68
19680627,  -0.95,   0.01,  -0.20,  -0.33,  -0.36,   0.00,   0.72,  -0.03,   0.00,  -0.39
19680628,  -1.10,  -0.26,  -0.05,   0.25,  -0.06,  -0.38,  -0.86,  -0.37,  -0.22,   0.12
19680701,   0.41,  -0.25,  -0.17,  -0.63,  -0.09,   0.05,  -0.36,  -0.27,  -0.39,  -0.26
19680702,   0.26,   0.12,   0.32,   0.04,   0.46,   0.84,   0.22,   0.83,   0.67,   1.92
19680703,   1.40,   0.87,   0.64,   1.00,   1.09,   1.46,   0.99,   1.58,   2.20,   2.30
19680708,   0.53,   1.15,   0.68,   0.68,   1.24,   0.95,   1.03,   1.66,   1.85,   1.85
19680709,  -0.02,   0.12,   0.15,   0.48,   0.80,   0.35,   0.43,  -0.18,   0.99,  -0.06
19680711,  -0.32,   0.03,   0.58,   0.62,   0.88,   0.13,  -0.08,  -0.82,  -0.18,  -0.13
19680712,   0.17,   0.22,  -0.09,  -0.24,   0.30,  -0.20,   0.28,  -0.51,  -0.43,  -0.02
19680715,  -0.34,  -0.11,  -0.06,  -0.22,  -0.16,  -0.06,  -0.31,   0.28,  -0.17,  -0.41
19680716,  -0.49,  -0.64,  -0.36,  -0.60,  -0.34,  -0.32,  -0.73,  -0.53,  -0.46,  -0.77
19680718,  -1.20,  -0.63,  -0.56,  -0.14,   0.42,  -0.84,  -0.24,   0.32,  -0.45,  -0.65
19680719,  -1.17,  -0.42,  -0.41,  -0.42,  -0.07,  -1.04,  -1.17,  -2.30,  -1.83,  -1.88
19680722,  -1.62,   0.09,  -0.99,  -1.37,  -1.72,  -1.41,  -1.89,  -1.54,  -2.49,  -2.86
19680723,  -0.68,  -0.56,  -0.15,  -0.85,  -0.51,   0.37,   0.10,   0.22,   0.17,   0.11
19680725,  -1.92,  -0.50,  -0.74,  -1.13,  -0.46,  -2.16,  -0.91,  -2.16,  -1.57,  -2.21
19680726,   0.44,   0.64,  -0.15,   0.28,   1.13,   0.59,   0.22,  -0.44,   0.02,   0.00
19680729,  -0.79,  -0.47,  -0.64,  -1.34,  -0.52,  -0.74,  -0.46,  -0.61,  -1.23,  -2.37
19680730,   0.30,  -0.10,   0.11,   0.13,  -0.33,  -0.54,   0.00,   1.16,   0.36,   0.73
19680801,  -1.25,  -0.66,  -0.12,  -0.39,  -0.90,  -0.26,   0.10,  -0.31,  -0.51,  -1.01
19680802,  -0.57,  -0.63,  -0.29,  -0.59,  -0.60,  -0.86,  -0.15,  -0.38,  -0.75,  -0.53
19680805,   0.82,   0.21,  -0.30,   0.09,   0.78,   0.27,   0.44,   0.22,   1.02,   1.94
19680806,   0.05,   0.56,   0.09,   0.38,   0.59,   0.56,   0.70,   0.63,   0.53,   1.27
19680808,  -0.66,  -0.07,  -0.01,  -0.27,  -0.14,   0.23,  -0.22,  -0.49,  -0.28,  -0.44
19680809,   0.33,   0.00,  -0.11,   0.38,   0.09,  -0.07,  -0.32,  -0.10,   0.10,   0.24
19680812,   1.26,   0.99,   0.55,   0.39,   1.17,   1.10,   0.81,   1.39,   1.64,   1.80
19680813,   0.04,   0.32,   0.42,   0.14,   0.54,   0.64,   0.27,   1.10,   0.52,   0.68
19680815,  -0.90,   0.17,  -0.64,  -0.22,  -0.85,   0.29,   0.16,  -0.48,   0.21,  -0.35
19680816,   0.27,   0.96,   0.86,   0.13,   0.84,   0.57,   0.20,   0.52,   0.49,   0.84
19680819,   0.46,   0.42,  -0.03,   0.14,   0.33,   0.29,   0.24,   1.07,   0.81,   0.35
19680820,   0.12,   0.00,  -0.25,  -0.11,   0.01,  -0.01,   0.34,  -0.04,   0.22,   0.64
19680822,  -0.28,  -0.01,  -0.06,   0.06,  -0.24,  -0.60,  -0.53,  -0.63,  -0.20,  -0.35
19680823,   0.56,   0.22,   0.26,   0.09,   0.12,  -0.01,   0.49,  -0.98,  -0.14,   0.18
19680826,  -0.04,   0.17,   0.29,   0.59,  -0.04,   0.35,   0.44,   0.34,   0.14,  -0.17
19680827,   0.18,  -0.13,  -0.23,  -0.47,   0.03,  -0.02,  -0.03,  -0.41,  -0.20,  -0.32
19680829,  -0.38,  -0.45,  -0.12,   0.31,   0.09,   0.05,  -0.03,  -0.01,  -0.33,  -0.74
19680830,   0.48,  -0.03,   0.14,   0.45,   0.29,   0.23,   0.41,  -0.25,   0.29,   0.60
19680903,   0.29,   0.26,   0.11,   1.13,   0.40,   0.57,   0.19,   0.23,   0.12,   0.28
19680904,   0.89,   0.58,   0.61,   0.99,   0.29,   0.65,   0.55,   0.59,   0.16,   0.61
19680905,   1.14,   1.34,   1.28,   0.33,   0.54,   0.52,   0.48,   0.36,   0.99,   0.83
19680906,   0.61,   0.91,   0.76,   0.11,  -0.03,   0.48,   0.28,   0.49,   0.41,   0.71
19680909,   0.63,   0.26,  -0.30,   0.07,   0.19,   0.38,  -0.17,   0.00,   0.38,   0.60
19680910,  -0.36,  -0.53,  -0.65,  -0.21,  -0.45,  -0.53,  -0.81,  -0.45,  -0.58,  -0.44
19680912,  -0.66,  -0.65,   0.55,  -0.24,  -0.23,  -0.62,  -0.14,   0.13,   0.64,  -0.11
19680913,   0.93,   0.20,   0.23,  -0.12,   0.27,   0.10,   0.33,   0.62,   1.08,   1.51
19680916,   0.76,   0.36,   0.92,   0.37,   0.22,   0.23,   0.33,  -0.09,   0.90,   0.91
19680917,   0.22,   0.41,   0.23,  -0.25,   0.75,   0.66,   0.54,  -0.06,   0.33,   0.41
19680919,   0.09,   0.23,   0.21,   0.10,   0.38,  -0.01,   0.49,  -0.11,  -0.03,   0.51
19680920,   0.70,   0.76,   0.31,   0.34,   0.24,   0.00,  -0.26,  -0.44,  -0.22,  -0.21
19680923,   0.15,   0.71,   1.03,   0.27,   0.39,   0.27,   0.70,   1.23,   0.05,   0.47
19680924,   0.32,   0.43,   0.44,   0.18,   0.48,   0.35,   0.48,   0.21,   0.55,   0.55
19680926,  -0.42,   0.28,  -0.48,  -0.30,   0.05,  -0.02,  -0.32,  -0.33,  -0.33,   0.33
19680927,   0.50,   0.49,  -0.20,  -0.05,   0.03,  -0.13,   0.10,  -0.40,   0.34,   1.38
19680930,   0.74,   0.16,   0.45,   0.46,   0.27,   0.03,   0.36,   0.70,   1.10,   0.27
19681001,   0.76,   0.76,   0.33,   0.28,   0.26,   0.17,   0.73,  -0.97,   0.23,  -0.04
19681003,   0.20,   0.54,   0.58,   0.49,   0.56,   0.52,   0.75,   0.07,   0.34,  -0.89
19681004,   0.81,   0.31,   0.20,   0.28,   0.34,   0.07,  -0.40,   0.96,   0.12,  -0.20
19681007,   0.12,   0.16,   0.32,   0.05,  -0.12,   0.18,  -0.28,  -0.08,  -0.24,  -0.35
19681008,   0.33,  -0.15,  -0.33,   0.39,  -0.04,   0.09,   0.16,  -0.21,  -0.18,  -0.59
19681010,  -0.67,  -0.35,   0.09,  -0.14,  -0.48,  -0.12,  -0.44,  -0.82,  -0.30,  -0.70
19681011,  -0.27,   0.21,   0.02,   0.14,  -0.06,  -0.04,   0.10,  -0.41,  -0.03,   0.87
19681014,   0.42,   0.34,   0.46,   0.26,   0.21,   0.09,   0.25,  -0.46,   0.39,   0.19
19681015,   0.88,   0.59,   0.30,   0.33,   0.32,   0.14,   0.13,  -0.63,  -0.01,   0.29
19681017,   0.68,   0.04,   1.05,   0.40,  -0.14,   0.31,   0.96,   0.55,   0.52,   1.00
19681018,   1.17,   0.17,   0.97,   0.61,   0.75,   0.35,   1.01,   0.71,   0.41,   0.76
19681021,   0.40,   0.63,   0.07,   0.16,   0.49,  -0.36,   0.26,  -0.18,   0.06,   0.66
19681022,  -0.57,  -0.15,  -0.81,  -0.23,  -0.42,  -0.24,  -0.38,   0.06,  -0.19,  -0.34
19681024,  -0.59,  -0.95,  -0.88,  -0.50,  -0.23,  -0.27,  -0.98,  -0.97,   0.51,  -0.35
19681025,   0.12,  -0.05,   0.47,   0.42,   0.77,   0.38,  -0.07,   0.40,   0.83,   0.75
19681028,  -0.81,  -0.37,  -0.30,  -0.34,   0.06,   0.21,  -0.50,  -0.62,  -0.41,  -0.34
19681029,  -1.07,  -0.71,  -0.31,  -0.39,  -0.18,  -0.04,  -1.10,  -0.35,  -0.55,  -0.98
19681031,   0.39,   0.40,   0.21,   0.30,  -0.33,   0.07,  -0.39,   0.24,   0.25,   0.33
